CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
8.625,0.2178,31.6461,2.5497,2.9925,5.5943,2.2431,86.7076,135.9079
8.6719,0.2776,134.5502,1.5171,1.6091,6.8256,2.4841,92.685,174.9292
8.625,0.0714,8.2583,4.6182,5.1498,8.4336,2.6135,62.6483,107.1419
8.6563,0.0935,19.7694,3.1559,4.0995,8.291,2.6122,67.8487,123.5733
8.7031,0.1474,11.0091,1.9168,2.1594,8.0909,2.4914,72.1094,132.9935
8.6484,0.2336,85.7306,1.5171,1.5401,7.5684,2.5719,87.4732,178.5458
8.625,0.2019,45.3773,2.9783,4.4143,5.2469,2.2312,88.1678,139.9402
8.625,0.053,4.5599,8.0065,9.3573,8.5371,2.6328,59.1406,110.0554
8.5781,0.3773,52.5181,1.0426,1.1645,6.7397,2.2817,105.2281,297.0273
8.5781,0.2515,26.7915,0.3198,0.2986,4.9019,2.1889,99.4913,189.2854
8.7031,0.1196,22.4627,2.1547,2.069,5.8916,2.4401,72.9368,117.8512
8.6719,0.0513,5.3134,7.4788,8.0695,8.4178,2.6287,57.6737,104.7199
8.625,0.0624,15.0724,6.8395,8.5623,7.638,2.6038,62.3905,110.9684
8.6719,0.1442,10.7312,1.8858,2.1303,8.5011,2.5209,73.859,137.8216
8.625,0.0878,9.1522,2.6996,3.1694,8.1676,2.5495,67.4933,123.6083
8.6719,0.2897,26.5112,0.3812,0.3449,6.1554,2.1249,105.0998,211.2264
8.6719,0.1169,7.685,2.9909,3.1162,8.3445,2.5238,69.1538,127.9654
8.6719,0.1967,58.3328,1.8597,2.1966,6.6333,2.4915,85.6076,153.2604
8.625,0.2054,46.5614,1.6627,1.7501,5.4457,2.2213,91.7711,143.6354
8.625,0.0941,7.9384,4.4871,4.8379,8.3533,2.589,67.3083,120.9593
8.5781,0.3962,69.9368,0.889,1.0459,6.5562,2.3195,108.8326,267.8707
8.6016,0.1613,10.5148,28.2925,30.7571,5.479,2.2345,84.9718,133.2614
8.6719,0.2158,60.2079,1.8304,2.0065,7.9711,2.5742,84.3445,152.6382
8.6719,0.1269,9.5142,2.4417,2.6527,7.9256,2.5119,69.1109,125.4742
8.625,0.1585,10.4992,1.9123,2.0933,8.0682,2.4894,76.2548,127.1907
8.625,0.0601,3.1131,5.9744,6.7253,8.4262,2.6163,59.8596,114.276
8.5781,0.0957,7.3577,4.5294,5.7652,7.8776,2.5405,67.1468,120.0085
8.5781,0.1023,11.2484,4.1947,5.1438,7.9134,2.5545,67.2001,120.9621
8.625,0.055,1.3602,6.4059,7.2333,8.3421,2.6071,59.107,108.1192
8.625,0.0816,3.2341,2.4502,3.3572,8.537,2.589,64.2723,114.964
8.625,0.1415,39.5965,2.7798,3.1049,7.7583,2.5668,75.4652,143.986
8.625,0.0875,10.8085,4.5964,4.9508,8.2577,2.6048,65.2885,120.7384
8.625,0.0676,9.1656,5.1136,5.6348,8.3568,2.6124,63.098,115.813
8.5469,0.2307,23.6916,0.5249,0.4822,5.0897,2.2402,89.8487,151.3685
8.625,0.0612,6.0707,6.7857,7.5147,8.4069,2.6122,59.8194,112.406
8.625,0.0921,2.991,3.2443,3.8257,8.2615,2.5443,63.5591,117.6362
8.6719,0.1607,49.1219,2.2794,2.4941,6.8306,2.5027,79.6975,128.2076
8.625,0.1291,18.2908,13.6603,23.4491,5.0251,2.2739,79.3365,128.4369
8.625,0.1766,5.7992,2.718,2.374,8.1645,2.4492,70.8362,127.7199
8.625,0.1802,41.9469,4.2674,4.474,5.4015,2.3089,82.7567,137.9603
8.5781,0.3341,54.7734,0.5883,0.5211,5.8191,2.2745,106.1137,234.3361
8.5469,0.3633,47.9765,0.5692,0.5093,6.228,2.1991,111.8319,273.4174
8.6719,0.282,95.0452,1.5305,1.5924,7.5083,2.5909,86.5895,138.6888
8.625,0.0725,8.1867,5.0175,5.526,8.3423,2.6035,61.87600000000001,115.2855
8.7656,0.0834,22.1688,69.5161,62290.7695,11.0195,2.5866,74.3735,115.8702
8.5781,0.2492,29.8432,0.3259,0.3086,4.9267,2.1888,99.3141,185.8488
8.6719,0.1499,8.4726,2.0686,2.254,8.312000000000001,2.4853,73.1141,131.0713
8.5469,0.3032,64.3974,0.9563,1.0758,6.077000000000001,2.3319,118.5148,291.1247
8.625,0.2767,94.5814,1.5199,1.5647,7.3244,2.5759,86.8126,136.6911
8.6875,0.0863,7.6473,4.1675,4.8501,8.3969,2.5545,62.8303,118.8972
8.5781,0.1279,11.4316,2.9386,3.3079,7.952000000000001,2.523,70.1628,128.782
8.625,0.1201,29.7415,4.5923,4.5715,6.2584,2.495,69.1705,111.3529
8.625,0.1122,9.0952,2.7641,3.151,8.3956,2.522,70.2009,127.2564
8.6016,0.1164,29.351,2.7282,2.8904,7.8419,2.5783,73.6494,137.6736
8.625,0.047,4.3911,7.7329,8.8283,8.2751,2.6381,58.3518,107.7206
8.5781,0.0702,8.5143,7.4521,7.4995,7.9991,2.5804,58.7445,106.6993
8.5781,0.1272,32.4122,2.7607,2.6866,7.8013,2.5749,73.3079,134.909
8.625,0.085,22.7492,3.8005,4.5373,8.0899,2.6025,69.6791,122.1038
8.625,0.1179,15.5649,3.5033,4.0096,8.9622,2.6152,71.8489,135.4622
8.6719,0.1887,52.6211,1.9743,2.1507,7.0396,2.5162,85.3597,162.7988
8.625,0.2156,33.0017,3.9637,4.815,5.1454,2.1755,91.3945,143.2782
8.6719,0.1054,9.1223,3.2155,3.5786,8.5235,2.5422,67.1707,124.3185
8.5469,0.3533,33.0896,0.8009999999999999,0.7159,5.5468,2.177,106.587,251.8266
8.6719,0.0933,6.3424,3.2811,4.1554,8.6298,2.562,65.8719,114.705
8.625,0.0336,3.0786,7.8735,10.724,8.5741,2.6494,58.0322,105.5811
8.625,0.0893,9.4887,3.8859,4.4331,8.0536,2.5692,64.8974,117.298
8.6719,0.1954,35.9344,1.5939,1.6027,8.3958,2.5558,81.4255,141.4798
8.5781,0.1335,24.4592,7.3383,7.742000000000001,5.3056,2.3303,79.4781,128.9968
8.6719,0.16399999999999998,53.8908,2.1336,2.3328,6.7812,2.5049,81.8362,140.7388
8.7031,0.1197,8.7399,2.8017,2.7155,8.3524,2.5132,69.2703,129.4369
8.6719,0.1525,40.2728,2.5896,3.0674,7.6105,2.5636,78.5235,144.79399999999995
8.6719,0.0981,7.2198,3.5125,3.8124,8.4672,2.5582,66.9853,122.3343
8.625,0.1193,4.2284,2.1979,2.4975,8.3885,2.5378,66.6828,124.1395
8.625,0.0996,24.3243,6.5787,6.9718,6.5152,2.5429,67.7227,108.5254
8.625,0.1087,9.5617,2.9811,3.3774,8.2665,2.548,70.1642,127.3538
8.625,0.0717,10.5884,4.8808,5.3287,8.2411,2.6072,62.4277,121.1146
8.625,0.1144,28.7619,3.1773,3.4683,7.6172,2.5660000000000003,72.0276,135.2413
8.625,0.0658,6.2964,6.4094,6.9579,8.317,2.614,61.238,104.8213
8.6719,0.2137,51.3331,1.7928,1.8786,8.0926,2.5786,84.7092,142.1144
8.625,0.0811,13.4422,10.4131,11.3974,7.4665,2.5895,62.543,108.8221
8.6563,0.0905,21.2975,4.5139999999999985,4.8996,7.9453,2.594,66.8781,126.8861
8.625,0.1252,29.6526,4.4909,4.4756,6.2264,2.4343,72.0793,106.8574
8.6719,0.2166,59.0474,1.784,1.8482,7.9806,2.5671,85.5435,156.8376
8.625,0.2157,37.973,6.2091,7.2737,5.2956,2.2006,87.2299,131.159
8.6406,0.0869,19.3759,4.6383,5.0291,7.8939,2.5863,66.8949,118.2603
8.7031,0.1287,13.6033,2.1287,2.4421,8.3577,2.5343,72.2697,134.515
8.6719,0.0976,15.3019,3.7991,4.2202,7.9748,2.5667,68.1412,121.3352
8.5781,0.3301,46.756,0.7397,0.7939,5.3754,2.2025,103.7793,205.84
8.6719,0.1315,21.8424,2.4243,2.7960000000000003,7.9988,2.5532,73.7845,137.3755
8.6719,0.1184,12.8452,2.5842,2.9378,8.0961,2.536,70.4363,129.5097
8.6719,0.1412,6.7985,2.0355,2.1422,8.1446,2.4757,69.1921,125.6752
8.625,0.0685,3.717,4.4044,4.8824,8.414,2.5913,61.5054,113.3154
8.6719,0.0803,11.3286,4.9854,5.7103,7.9929999999999986,2.5944,64.3073,113.4107
8.625,0.1233,2.9388,2.5332,2.5437,8.2935,2.4995,69.4063,123.1546
8.625,0.0485,5.3347,8.9346,10.7006,8.4191,2.6376,59.2909,110.1763
8.625,0.097,9.6474,4.4643,5.4131,7.8843,2.5425,67.2344,120.641
8.5469,0.2292,29.0223,0.4704,0.4239,4.9065,2.2373,89.0741,150.7467
8.625,0.1488,12.3531,2.2957,2.5267,8.2052,2.5115,72.0377,136.8344
8.6484,0.0529,6.2563,6.3989,7.1424,8.4267,2.633,58.7003,107.2728
8.5469,0.2817,45.4743,0.7196,0.6763,5.9845,2.2329,101.0084,256.9109
8.625,0.0574,6.2166,7.2783,7.6372,8.4166,2.6269,60.544,109.3457
8.5469,0.2536,56.9541,1.2363,1.8449,7.174,2.4624,83.7328,243.1846
8.6719,0.0937,14.5633,3.7804,4.2091,7.9598,2.5708,67.2624,119.4591
8.5781,0.3028,65.7742,0.8209,0.7859,6.1789,2.3742,111.2203,254.0781
8.5781,0.2548,32.3186,0.3414,0.3064,4.9388,2.2030000000000003,98.9087,187.6348
8.625,0.1235,21.506,3.187,3.5157,7.7661,2.5797,73.5761,139.4922
8.625,0.0551,5.2363,6.0601,6.626,8.3446,2.6232,58.0958,108.1645
8.7031,0.1166,10.345,2.4544,2.8713,8.4235,2.5282,69.1276,125.6663
8.625,0.0586,11.3664,9.2396,9.6439,7.9432,2.5991,58.2829,103.8555
8.625,0.0718,7.6811,5.0167,5.3614,8.2741,2.5929,62.3914,116.9619
8.6719,0.2808,116.8191,1.4658,1.493,6.9099,2.4838,90.4717,175.3789
8.625,0.0798,7.9779,3.6672,4.4292,8.2731,2.6061,64.3331,122.9998
8.6484,0.2634,26.8324,0.3081,0.2724,5.1116,2.1682,95.7352,188.2165
8.5781,0.2915,27.5736,0.3855,0.3342,5.3260000000000005,2.1424,103.6638,203.6069
8.625,0.1003,2.2168,4.033,4.1930000000000005,8.5786,2.5483,63.9783,118.4028
8.6719,0.099,8.5395,3.7462,4.4459,8.4055,2.5572,66.9136,122.2144
8.6719,0.1892,49.9427,1.6605,1.8237,8.1597,2.5718,81.6426,143.0898
8.625,0.1469,47.0245,3.1208,3.1395,7.387,2.5691,72.9274,126.8221
8.625,0.0902,8.1384,3.3485,3.7326,8.3911,2.5945,67.5685,113.6374
8.5469,0.326,61.2939,0.7462,0.7292,6.0347,2.3395,92.4385,251.2419
8.6719,0.146,67.5077,2.7789,3.5585,6.0583,2.6022,74.27600000000002,134.8304
8.5781,0.3394,49.6641,0.7406,0.7942,6.1785,2.2417,103.5421,290.6942
8.6719,0.2158,32.6873,4.0586,4.5132,5.4993,2.2281,90.1637,141.1697
8.7266,0.1509,10.9553,1.8867,2.0503,8.1152,2.4736,72.6277,135.5151
8.6719,0.2449,61.3788,5.9129,7.5029,7.8913,2.5668,75.1611,126.9922
8.625,0.0619,7.3309,6.7704,7.4934,8.4496,2.6124,60.0369,112.6642
8.6344,0.0786,6.4318,3.7533,4.3139,8.3366,2.5822,62.8673,116.2428
8.625,0.127,2.6395,1.8363,1.8869,8.6272,2.4919,67.792,125.9927
8.625,0.3184,129.0711,1.4774,1.4158,7.1332,2.4701,99.21,180.2776
8.6719,0.1968,59.6269,1.8671,2.048,6.6754,2.5096,85.6389,141.7146
8.625,0.0715,8.0017,4.4492,4.8180000000000005,8.2198,2.5974,63.7712,116.4802
8.625,0.1101,31.8092,3.3591,4.2869,8.0497,2.593,71.9113,136.958
8.625,0.1392,40.5293,2.6617,2.8629,7.9062,2.5689,74.9196,139.5429
8.625,0.1708,7.6854,1.5966,1.5771,8.1023,2.4348,74.5883,142.1719
8.7031,0.1789,44.515,1.8463,1.9461,6.438,2.3664,84.9833,136.7661
8.625,0.1534,36.7126,2.5331,2.963,7.6846,2.5699,78.4294,144.2121
8.6484,0.0698,5.7185,3.9887,4.7422,8.4218,2.6001,62.7331,126.1138
8.7031,0.1489,7.956,1.9043,2.028,7.8996,2.4714,71.1004,131.452
8.5781,0.2843,27.6085,0.407,0.3797,5.2242,2.1493,102.6727,202.8327
8.6719,0.2724,134.1602,1.3938,1.392,7.4524,2.5780000000000003,97.5639,191.6241
8.5781,0.2615,30.358,0.3162,0.2993,4.9727,2.1661,100.7638,187.1759
8.75,0.2619,63.4653,2.2509,2.3805,5.5470000000000015,2.503,80.6111,142.9213
8.5781,0.2548,32.3186,0.3414,0.3064,4.9388,2.2030000000000003,98.9087,187.6348
8.7031,0.0912,3.4196,3.1611,4.0277,8.6695,2.5688,65.7163,120.0923
8.625,0.1072,29.332,3.4769,3.8878,8.118,2.6091,71.7106,129.6981
8.7266,0.2932,34.1861,0.6232,0.5543,6.0015,2.1548,112.5194,210.9614
8.5781,0.3333,69.1981,0.7571,0.7343,6.2091,2.3423,91.9155,252.1159
8.7031,0.0719,9.3022,5.2624,6.1553,8.4648,2.5851,66.3531,112.1614
8.5469,0.2562,30.3784,0.4204,0.3773,5.428,2.1997,86.8061,277.188
8.625,0.1234,6.3262,2.3654,2.759,8.2904,2.5175,69.8543,130.2177
8.5469,0.2523,30.4793,0.3389,0.3207,4.8821,2.206,99.4367,183.0546
8.6719,0.1032,4.2077,2.5788,3.0998,8.3959,2.5380000000000003,67.7369,125.2401
8.75,0.121,15.7244,2.4511,2.866,8.3475,2.5444,72.1455,133.2619
8.5781,0.4103,67.4194,0.7497,0.6969,6.9512,2.2794,118.4897,280.3099
8.7266,0.1527,38.9701,2.011,1.7914,6.4244,2.472,76.4217,133.1226
8.5781,0.1692,10.888,31.0903,46.8149,5.2916,2.1923,88.3514,143.315
8.625,0.0846,7.6002,4.1291,4.9257,8.4387,2.5996,65.9818,119.1177
8.625,0.1489,40.366,2.3404,2.6678,7.356,2.5332,79.783,149.2773
8.75,0.1482,12.0583,1.9743,2.2181,8.7544,2.5176,71.1514,130.9604
8.625,0.1181,29.5912,3.1483,3.4169,7.6239,2.5654,73.0117,137.3456
8.625,0.1547,19.1017,13.2238,14.151,4.9932,2.26,83.6374,132.0524
8.5469,0.2359,34.428000000000004,0.4285,0.4076,5.0043,2.2302,92.1165,160.5964
8.6719,0.0949,25.2485,4.1324,4.6726,7.9785,2.5951,68.0684,127.8567
8.625,0.0795,20.0673,5.3002,5.9119,7.6949,2.5878,65.3369,111.149
8.6719,0.2315,70.4156,1.6373,1.9086,7.1783,2.5344,80.3888,133.8273
8.625,0.2712,52.5383,1.8205,3.1149,6.8387,2.4053,71.2598,244.3665
8.6719,0.2153,61.0883,1.7896,1.8439,7.885,2.5624,85.4695,154.6649
8.625,0.1303,27.9247,4.4859,4.5765,6.2395,2.4614,74.3734,114.3234
8.7031,0.0992,6.9102,3.5008,3.914,8.4938,2.5474,64.5141,118.9509
8.625,0.1017,26.3861,3.6282,4.02,8.0137,2.5963,70.2633,129.77200000000002
8.625,0.0576,6.1147,8.9587,9.4067,7.8052,2.5868,58.8039,108.25
8.625,0.2547,25.7514,0.3046,0.2907,5.3301,2.1711,100.5225,194.9348
8.6719,0.1868,40.581,1.6387,1.7929,8.5133,2.5644,80.384,142.9703
8.625,0.1112,12.2609,140.5485,62290.7695,6.0851,2.4779,69.5807,117.7671
8.625,0.2059,34.6449,4.6914,4.812,5.2348,2.2474,90.4326,140.4914
8.6484,0.1694,44.1202,2.1852,2.4744,7.6539,2.5605,80.9285,154.8178
8.625,0.1085,28.5947,3.3639,3.8928,8.1367,2.6002,71.8534,137.7302
8.625,0.1513,19.5357,16.5752,17.3971,5.187,2.2665,82.5522,127.6628
8.625,0.0739,18.7287,7.7445,6.3745,7.3949,2.5879,62.1289,106.8724
8.625,0.1249,29.7549,2.792,2.8858,7.7502,2.5797,73.5948,135.5232
8.7031,0.1477,12.1833,1.9431,2.1829,8.506,2.5037,70.9066,130.941
8.6719,0.1037,11.0741,3.3451,3.792,8.0692,2.5514,67.9544,120.3012
8.625,0.1225,3.8907,2.4845,2.5725,8.4348,2.516,68.7698,127.6147
8.6719,0.2639,55.9759,1.0674,1.0329,6.4860000000000015,2.3451,96.7441,172.4452
8.6719,0.1569,20.6537,15.2972,15.4233,5.2435,2.2563,84.5276,132.4126
8.6719,0.1038,29.1885,3.3403,3.7043,8.167,2.5829,71.4179,133.156
8.625,0.07,5.3683,6.2423,7.1551,8.3142,2.6059,62.0022,117.1531
8.625,0.0932,3.0482,3.2165,3.8138,8.2629,2.5454,63.573,117.6715
8.6719,0.0974,12.2276,3.5416,4.1012,7.8038,2.5613,67.7777,118.8657
8.5781,0.0659,4.18,5.0757,6.2932,8.982000000000003,2.6233,60.9334,113.5493
8.625,0.1534,12.9083,1.8098,1.8494,8.1911,2.4923,75.1914,138.3826
8.6484,0.3076,238.7841,1.6388,1.3004,7.3157,2.5113,93.914,191.0319
8.625,0.0851,9.3672,3.6808,6.0284,7.992000000000001,2.5934,66.3856,115.5559
8.6719,0.0831,5.7653,4.1574,4.9105,8.3738,2.5566,61.9811,117.3685
8.75,0.1001,6.4782,4.4099,4.6658,8.4482,2.5375,63.76300000000001,113.9673
8.6719,0.1983,53.0127,1.8379,1.9907,7.8977,2.5627,83.6739,148.5552
8.5781,0.4279,89.9997,0.8057,0.7829999999999999,6.6219,2.3855,106.6454,200.9953
8.5469,0.2641,30.8909,0.5322,0.5208,5.0582,2.1998,91.3846,181.4582
8.625,0.0479,11.2847,11.1704,12.5098,7.7772,2.6135,57.8181,100.1187
8.5469,0.2494,29.8757,0.3385,0.317,5.0212,2.212,99.8793,182.6451
8.5781,0.0835,18.3648,8.6657,8.9127,7.4627,2.5854,64.5245,111.6001
8.625,0.1198,2.93,1.9333,2.1718,8.9887,2.4657,68.9483,129.5987
8.625,0.0771,8.9279,4.5509,4.898,8.2868,2.5974,64.3125,119.4015
8.6875,0.1903,45.844,2.0922,2.4771,7.0702,2.6097,83.524,132.4526
8.625,0.1084,5.4133,3.0731,3.3389,8.3273,2.5196,66.9411,123.9087
8.6719,0.0883,12.5937,4.6444,4.9364,7.7349,2.5593,64.8962,117.7755
8.5469,0.2305,29.1347,0.4407,0.4049,5.084,2.2448,89.6064,149.7415
8.625,0.1628,41.3931,4.2133,5.4670000000000005,5.2266,2.2574,85.8325,136.7254
8.625,0.1587,19.4198,12.797,13.7022,5.0131,2.259,83.8952,132.0285
8.6563,0.0935,19.7694,3.1559,4.0995,8.291,2.6122,67.8487,123.5733
8.6719,0.127,2.917,2.2525,2.2178,8.4924,2.4753,69.8008,130.5911
8.625,0.0951,10.0267,3.9733,4.2629,8.4179,2.5444,62.0745,113.3745
8.5781,0.3175,35.9771,0.4846,0.4545,5.5069,2.1972,98.652,245.0834
8.5781,0.0702,8.5143,7.4521,7.4995,7.9991,2.5804,58.7445,106.6993
8.625,0.4237,184.6755,1.8009,1.8958,6.9291,2.2941,114.6988,221.8572
8.625,0.4892,191.1608,2.2363,2.201,7.6929,2.082,115.1215,220.976
8.5781,0.382,56.9972,0.5171,0.4859,6.5649,2.2534,88.1499,281.5663
8.625,0.1038,9.1078,3.2432,3.5729,8.2632,2.5657,67.9472,126.388
8.625,0.2202,36.2558,2.2044,2.3737,5.4623,2.2777,89.2463,140.9715
8.625,0.0714,8.2583,4.6182,5.1498,8.4336,2.6135,62.6483,107.1419
8.625,0.0998,6.1112,3.4707,3.7245,8.5625,2.5417,67.3356,120.942
8.625,0.1125,9.9323,2.6682,3.197,8.4501,2.5693,69.6562,133.5022
8.625,0.0787,21.5903,7.3039,7.7371,7.7179,2.5991,66.2018,114.3608
8.625,0.0516,3.2428,7.4403,7.9505,8.3135,2.6124,61.066,114.0388
8.6719,0.2372,73.0553,0.9813,0.9253,6.9941,2.4777,87.2432,156.4525
8.625,0.0802,12.3972,4.7141,5.2203,8.2109,2.5866,64.5316,122.1324
8.625,0.194,36.4221,4.0012,4.2434,5.2138,2.2611,87.7606,138.6135
8.6484,0.1204,9.6858,2.4687,2.7901,8.5625,2.5365,69.8625,134.2814
8.5781,0.0911,2.5638,4.6893,4.6032,8.3344,2.5463,62.5462,116.9029
8.625,0.0886,17.3341,4.6586,5.1288,7.9929999999999986,2.5884,66.8981,121.38
8.6719,0.2339,26.5614,36.5209,54.5799,7.0695,2.482,83.7892,124.1239
8.625,0.1071,8.2692,2.7096,3.1599,8.2316,2.5516,68.7919,126.6327
8.625,0.1534,36.7126,2.5331,2.963,7.6846,2.5699,78.4294,144.2121
8.5781,0.3696,69.7674,0.8096,0.8635,6.1805,2.3258,103.4634,271.9132
8.625,0.1006,22.8931,3.714,4.2666,8.1014,2.6073,70.5797,129.1928
8.625,0.0534,3.0255,7.082000000000002,7.7645,8.5555,2.6182,59.4756,108.4369
8.5781,0.3748,73.5461,0.7362,0.9251,5.837999999999999,2.2667,106.8802,300.733
8.625,0.1359,38.3526,2.6996,3.1437,7.9226,2.5725,75.688,148.8715
8.625,0.101,4.9766,2.7046,3.1166,8.4459,2.5355,66.3863,118.38
8.6719,0.1461,10.015,1.8531,2.1116,8.0958,2.4881,72.7299,135.4132
8.625,0.0971,7.8944,3.5845,4.4392,8.488999999999999,2.5734,66.5878,126.0827
8.625,0.1482,18.8746,16.9689,18.1985,5.084,2.2709,81.128,125.686
8.5469,0.3537,44.9584,0.6398,0.545,6.1779,2.2507,104.9909,245.9182
8.5469,0.2068,26.8351,0.5276,0.4845,4.9139,2.2565,87.5605,144.5622
8.6719,0.1412,6.7985,2.0355,2.1422,8.1446,2.4757,69.1921,125.6752
8.625,0.1649,8.7669,27.2075,30.044,6.3924,2.2358,85.8499,137.435
8.625,0.1044,29.1378,3.5135,3.8344,8.0127,2.6087,71.1826,131.6523
8.6719,0.1203,7.94,2.7104,2.9358,8.4443,2.5340000000000003,67.5796,124.9488
8.7031,0.1316,13.227,2.1303,2.5105,8.1442,2.5145,70.5195,133.9273
8.6719,0.1211,8.4304,2.4066,2.7506,8.0451,2.5221,69.3641,126.5324
8.5781,0.0877,2.8163,4.022,4.0276,8.5772,2.5729,62.9853,116.8023
8.7031,0.2211,65.6077,1.6289,1.0548,6.7118,2.5194,85.1899,143.3362
8.5781,0.2509,34.4057,0.4126,0.3523,5.0127,2.2006,89.2219,291.6692
8.625,0.218,46.2484,3.1687,3.4651,5.4647,2.2528,91.6256,145.8508
8.625,0.2367,30.6977,3.2986,6.4983,5.9144,2.1366,92.133,331.5114
8.625,0.2559,29.3526,0.3138,0.2948,5.3766,2.1843,98.3661,192.9479
8.6719,0.1591,42.8995,2.2185,2.6229,7.867000000000001,2.5633,78.9707,145.0929
8.5469,0.2412,26.9698,0.4387,0.4017,4.838,2.2332,87.6798,156.3542
8.6719,0.2173,61.6864,1.8586,2.1177,6.8339,2.5052,87.12700000000002,173.6022
8.625,0.1555,28.7559,7.5145,8.6495,4.9343,2.2483,83.4945,133.9152
8.6719,0.1525,40.2728,2.5896,3.0674,7.6105,2.5636,78.5235,144.79399999999995
8.625,0.3116,124.2756,1.5957,1.4846,6.5587,2.4717,96.6465,178.5102
8.5781,0.064,6.2499,7.596,7.7693,7.8841,2.5939,58.5001,108.2873
8.5781,0.2874,34.8537,0.5236,0.4124,5.2029999999999985,2.1542,95.8625,288.016
8.6719,0.0734,9.1758,5.4399,5.7332,8.2904,2.5866,63.2453,118.1998
8.625,0.0943,18.9033,3.591,4.3761,7.6465,2.5762,69.6197,127.8678
8.6719,0.0766,7.2513,4.1642,5.004,8.4271,2.5612,61.941,117.993
8.6719,0.1437,8.6646,1.9653,2.0198,8.102,2.4865,70.9605,130.3052
8.625,0.17600000000000002,10.9084,27.9288,53.0808,5.5005,2.1527,88.7529,137.412
8.5469,0.2428,27.3675,0.3845,0.3545,4.9076,2.2057,93.5408,173.8513
8.6719,0.1092,3.6713,2.3948,2.6119,8.3335,2.5028,67.4539,128.5455
8.625,0.0975,27.3808,6.4408,6.8121,7.5197,2.5877,66.3921,112.6257
8.625,0.0935,21.3624,3.7962,4.4722,8.1564,2.6081,69.9415,129.6845
8.625,0.2193,30.0273,3.9116,4.4098,5.327000000000001,2.221,89.8865,141.0569
8.625,0.0712,5.8968,4.083,6.5470000000000015,8.2128,2.5588,72.5619,128.4579
8.7031,0.1275,6.4372,2.0037,2.0538,7.9534,2.478,69.3044,124.3933
8.5781,0.3773,52.5181,1.0426,1.1645,6.7397,2.2817,105.2281,297.0273
8.625,0.2062,33.8734,4.6122,4.8104,5.2093,2.2401,90.7626,141.0119
8.6719,0.1863,37.5102,2.3423,2.1736,6.6786,2.5015,78.1999,134.4144
8.5781,0.3681,69.4063,0.7367,0.8170000000000001,6.1543,2.3124,99.8978,188.5265
8.6719,0.101,3.8759,3.4386,3.587,8.3956,2.5348,67.0541,125.3465
8.625,0.0809,20.1534,5.8686,6.5641,7.7139,2.5986,67.2358,121.0123
8.625,0.0847,12.1675,4.2256,5.1438,8.3005,2.5931,66.7998,125.0267
8.625,0.123,8.5992,2.4759,2.9563,8.4065,2.5519,70.6118,129.1432
8.5781,0.3354,58.227,1.0527,0.9101,6.4249,2.3661,114.3723,276.3274
8.625,0.1755,8.3917,1.7205,1.7839,7.8745,2.461,74.1903,141.9898
8.625,0.1207,9.7283,96.2918,184.5101,6.1677,2.3113,81.7829,132.1964
8.5469,0.2302,27.7206,0.4604,0.4199,4.8148,2.232,88.9857,155.5282
8.625,0.0798,20.8074,7.2191,7.6516,7.6629,2.6007,66.2435,112.447
8.6719,0.0708,7.3226,4.5923,4.9716,8.3811,2.6093,63.7626,115.4185
8.6719,0.0987,12.1533,3.492,4.0189,7.8539,2.5564,67.8195,120.2771
8.625,0.1858,42.6609,4.5238,4.7565,5.332000000000002,2.3092,87.0188,143.0455
8.625,0.0814,14.844,7.152,7.3379,7.6879,2.6057,63.7983,114.6781
8.625,0.2158,34.835,2.2674,2.6037,5.6723,2.2983,87.8773,139.8075
8.625,0.0574,9.2732,9.6568,10.2984,7.7967,2.6067,59.6532,103.5998
8.6823,0.1025,4.9952,3.2826,4.0433,8.5944,2.5561,63.9345,117.6211
8.625,0.2039,47.7696,1.7489,1.7943,5.5188,2.2268,91.6774,143.951
8.625,0.0664,16.7614,8.3461,9.3368,7.4545,2.5843,60.0859,103.8384
8.625,0.1637,10.8673,2.0091,2.2074,8.2968,2.4933,74.6843,140.2469
8.6719,0.0864,9.5224,4.5738,4.9567,8.3474,2.5737,66.5324,121.9805
8.625,0.1409,6.9689,3.0623,3.3448,8.1823,2.5026,69.907,131.6368
8.625,0.121,33.4217,3.2331,3.6527,7.211,2.5581,73.5019,134.4001
8.6016,0.3747,51.448,1.0571,1.2673,6.6667,2.2796,106.4876,298.3857
8.5781,0.3329,40.3245,0.6122,0.6186,5.6981,2.1913,115.2286,342.4254
8.625,0.1113,26.4067,3.2487,3.6784,8.0997,2.5973,70.2469,134.2008
8.6719,0.1613,53.1458,2.2267,2.4222,6.6106,2.5031,80.2223,132.3851
8.625,0.1108,32.2125,3.5364,3.8563,8.0781,2.6089,71.3587,128.0396
8.625,0.0807,20.1237,5.8149,6.5153,7.7373,2.5972,67.7407,120.0871
8.625,0.1658,15.0801,20.2435,26.324,5.127000000000002,2.2058,87.6111,137.7543
8.625,0.0955,3.0338,3.4682,3.7602,8.2176,2.5506,65.8125,122.4549
8.5781,0.3946,94.3684,0.7688,0.7385,6.5041,2.3816,112.2399,251.666
8.625,0.1397,8.3321,2.5896,2.8447,7.8041,2.4991,70.3515,126.9042
8.6719,0.1377,10.5055,2.0012,2.1872,7.9191,2.4975,70.5845,129.3839
8.625,0.101,4.9766,2.7046,3.1166,8.4459,2.5355,66.3863,118.38
